,username,tweet,date_posted,expanded_tweet,highway,streets,exits,directions,locs,lanes,relocs,town
60,511njtpk,No diesel available and No food available and No fuel available on New Jersey Turnpike northbound Woodrow Wilson Service Area (Hamilton Twp) REST AREA IS CLOSED UNTIL FURTHER NOTICE. https://511nj.org/event/ORI214955301?848 …,2019-11-06 12:51:56+00:00,No diesel available and No food available and No fuel available on New Jersey Turnpike northbound Woodrow Wilson Service Area (Hamilton Township ) REST AREA IS CLOSED UNTIL FURTHER NOTICE. https://511nj.org/event/ORI214955301?848 …,New Jersey Turnpike,,,,,,,"Woodrow Wilson Service Area, Hamilton Township"
61,511nji295,Equipment malfunction and No diesel available and No food available and No fuel available on New Jersey Turnpike northbound Woodrow Wilson Service Area (Hamilton Twp) REST AREA IS CLOSED UNTIL FURTHER NOTICE. https://511nj.org/event/ORI214955301?298 …,2019-11-06 12:50:57+00:00,Equipment malfunction and No diesel available and No food available and No fuel available on New Jersey Turnpike northbound Woodrow Wilson Service Area (Hamilton Township ) REST AREA IS CLOSED UNTIL FURTHER NOTICE. https://511nj.org/event/ORI214955301?298 …,New Jersey Turnpike,,,,,,,"Woodrow Wilson Service Area, Hamilton Township"
62,511njtpk,Equipment malfunction and No diesel available and No food available and No fuel available on New Jersey Turnpike northbound Woodrow Wilson Service Area (Hamilton Twp) REST AREA IS CLOSED UNTIL FURTHER NOTICE. https://511nj.org/event/ORI214955301?298 …,2019-11-06 12:50:56+00:00,Equipment malfunction and No diesel available and No food available and No fuel available on New Jersey Turnpike northbound Woodrow Wilson Service Area (Hamilton Township ) REST AREA IS CLOSED UNTIL FURTHER NOTICE. https://511nj.org/event/ORI214955301?298 …,New Jersey Turnpike,,,,,,,"Woodrow Wilson Service Area, Hamilton Township"
63,511njgsp,Roadwork on Garden State Parkway northbound South of Ocean View Service Area (Dennis Twp) to South of Cape May Toll Plaza (Upper Twp) left lane closed to traffic https://511nj.org/event/ORI214979701?712 …,2019-11-06 12:47:56+00:00,Roadwork on Garden State Parkway northbound South of Ocean View Service Area (Dennis Township ) to South of Cape May Toll Plaza (Upper Township ) left lane closed to traffic https://511nj.org/event/ORI214979701?712 …,Garden State Parkway,Ocean View Service Area,,northbound,,"Cape May Toll, Plaza, left lane","South of, South of","Dennis Township, Upper Township"
64,511njgsp,Roadwork on Garden State Parkway northbound South of Exit 52 - CR 654/East Greenbush Rd (Bass River Twp) to North of New Gretna Toll Plaza (Bass River Twp) right and center lanes closed to traffic https://511nj.org/event/ORI214977101?521 …,2019-11-06 12:34:56+00:00,Roadwork on Garden State Parkway northbound South of Exit 52 - Country Route 654/East Greenbush Road (Bass River Township ) to North of New Gretna Toll Plaza (Bass River Township ) right and center lanes closed to traffic https://511nj.org/event/ORI214977101?521 …,Garden State Parkway,Gretna Toll Plaza,Exit 52 - Country Route 654/East Greenbush Road,northbound,,right and,"South of, North of","Bass River Township, Bass River Township"
65,511nji80,Crash on I-80 express lanes eastbound West of Exit 68 - New Jersey Turnpike/I-95 (Bogota) left lane closed 10-15 minute delay https://511nj.org/event/ORI214976301?145 …,2019-11-06 12:28:57+00:00,Crash on Interstate 80 express lanes eastbound West of Exit 68 - New Jersey Turnpike/Interstate 95 (Bogota) left lane closed 10-15 minute delay https://511nj.org/event/ORI214976301?145 …,Interstate 80,,Exit 68 - New Jersey Turnpike/Interstate 95,eastbound,,left lane,West of,Bogota
66,511njtpk,Crash on New Jersey Turnpike - Hudson County Extension westbound East of Newark Bay Bridge (Bayonne) left lane closed https://511nj.org/event/ORI214976701?553 …,2019-11-06 12:26:57+00:00,Crash on New Jersey Turnpike - Hudson County Extension westbound East of Newark Bay Bridge (Bayonne) left lane closed https://511nj.org/event/ORI214976701?553 …,New Jersey Turnpike - Hudson County Extension westbound,Newark Bay Bridge,,,,left lane,East of,Bayonne
67,511nji80,Crash on I-80 express lanes eastbound West of Exit 68 - New Jersey Turnpike/I-95 (Bogota) all lanes closed 5-10 minute delay https://511nj.org/event/ORI214976301?327 …,2019-11-06 12:22:56+00:00,Crash on Interstate 80 express lanes eastbound West of Exit 68 - New Jersey Turnpike/Interstate 95 (Bogota) all lanes closed 5-10 minute delay https://511nj.org/event/ORI214976301?327 …,Interstate 80,,Exit 68 - New Jersey Turnpike/Interstate 95,eastbound,,all lanes,West of,Bogota
68,511nj495,"Construction, construction on NJ 495 westbound ramp to southbound US 1&9 (North Bergen Twp) right lane and exit ramp closed until further notice https://511nj.org/event/ORI184602901?645 …",2019-11-06 12:09:57+00:00,"Construction, construction on NJ 495 westbound ramp to southbound US-1&9 (North Bergen Township ) right lane and exit ramp closed until further notice https://511nj.org/event/ORI184602901?645 …",NJ 495,,southbound US-1&9,westbound,,"ramp, right lane",,North Bergen Township
69,511nji78,"Construction, bridge maintenance operations on I-78 both directions at Exit 11 - CR 614/Pattenburg Rd (Union Twp) right shoulder closed for repairs until 4:00 P.M. https://511nj.org/event/ORI214970101?800 …",2019-11-06 12:01:58+00:00,"Construction, bridge maintenance operations on Interstate 78 both directions at Exit 11 - Country Route 614/Pattenburg Road (Union Township ) right shoulder closed for repairs until 4:00 P.M. https://511nj.org/event/ORI214970101?800 …",Interstate 78,,Exit 11 - Country Route 614/Pattenburg Road,both directions,,right shoulder,,Union Township
70,511njgsp,Roadwork on Garden State Parkway northbound South of Great Egg Toll Plaza (Upper Twp) to North of Exit 29 - US 9 (Somers Point) right center lane closed to traffic https://511nj.org/event/ORI214969101?586 …,2019-11-06 11:59:56+00:00,Roadwork on Garden State Parkway northbound South of Great Egg Toll Plaza (Upper Township ) to North of Exit 29 - US-9 (Somers Point) right center lane closed to traffic https://511nj.org/event/ORI214969101?586 …,Garden State Parkway,Great Egg Toll Plaza,Exit 29 - US-9,northbound,,right center lane,South of,"Upper Township, Somers Point"
71,NJTRANSIT_ME,"Update: M&E train #308, the 6:56am from Summit, is on or close to schedule.",2019-11-06 11:58:46+00:00,"Update: M&E train #308, the 6:56am from Summit, is on or close to schedule.",Update:,,,,,,,Summit
72,511njgsp,Roadwork on Garden State Parkway southbound North of Exit 17 - CR 625/Sea Isle Blvd (Dennis Twp) left lane closed to traffic until 3:00 P.M. https://511nj.org/event/ORI214968601?941 …,2019-11-06 11:53:56+00:00,Roadwork on Garden State Parkway southbound North of Exit 17 - Country Route 625/Sea Isle Blvd (Dennis Township ) left lane closed to traffic until 3:00 P.M. https://511nj.org/event/ORI214968601?941 …,Garden State Parkway,,Exit 17 - Country Route 625/Sea Isle Blvd,southbound,,left lane,North of,Dennis Township
73,511nji295,"Construction, construction on I-295 northbound from Exit 73 - Scotch Rd (Hopewell Twp) to Delaware River/Scudder Falls Bridge (Ewing Twp) 1 lane closed until 4:00 P.M. use caution https://511nj.org/event/ORI214964701?473 …",2019-11-06 11:15:56+00:00,"Construction, construction on Interstate 295 northbound from Exit 73 - Scotch Road (Hopewell Township ) to Delaware River/Scudder Falls Bridge (Ewing Township ) 1 lane closed until 4:00 P.M. use caution https://511nj.org/event/ORI214964701?473 …",Interstate 295,Delaware River/Scudder Falls Bridge,Exit 73 - Scotch Road,northbound,,1 lane,from,"Hopewell Township, Ewing Township"
74,511njgsp,"Roadwork, roadwork on Garden State Parkway southbound between North of Exit 127 - US 9/I-287/NJ 440 (Woodbridge Twp) and South of Raritan Toll Plaza (Sayreville) 1 right lanes of 3 lanes closed until 8:00 A.M. https://511nj.org/event/ORI214941301?248 …",2019-11-06 10:47:56+00:00,"Roadwork, roadwork on Garden State Parkway southbound between North of Exit 127 - US-9/Interstate 287/NJ 440 (Woodbridge Township ) and South of Raritan Toll Plaza (Sayreville) 1 right lanes of 3 lanes closed until 8:00 A.M. https://511nj.org/event/ORI214941301?248 …",Garden State Parkway,Raritan Toll Plaza,Exit 127 - US-9/Interstate 287/NJ 440,southbound,,"1 right lanes, 3 lanes","between North of, South of","Woodbridge Township, Sayreville"
75,511nji295,"Construction, construction on NJ 29 both directions from West Upper Ferry Rd (Ewing Twp) to NJ 175/Scenic Dr (Ewing Twp) 1 lane closed until 11:59 P.M. on November 30, 2019 https://511nj.org/event/ORI212614201?407 …",2019-11-06 09:02:56+00:00,"Construction, construction on NJ 29 both directions from West Upper Ferry Road (Ewing Township ) to NJ 175/Scenic Dr (Ewing Township ) 1 lane closed until 11:59 P.M. on November 30, 2019 https://511nj.org/event/ORI212614201?407 …","NJ 29, NJ 175/Scenic Dr",West Upper Ferry Road,https://511nj.org/event/ORI212614201?407 …,both directions,,1 lane,from,Ewing Township
76,511nji295,"Construction, construction on NJ 175 northbound ramp to southbound I-295 (Ewing Twp) exit ramp closed and detoured until 11:59 P.M. on July 29, 2020 https://511nj.org/event/ORI207356301?90 …",2019-11-06 09:02:56+00:00,"Construction, construction on NJ 175 northbound ramp to southbound Interstate 295 (Ewing Township ) exit ramp closed and detoured until 11:59 P.M. on July 29, 2020 https://511nj.org/event/ORI207356301?90 …",NJ 175,southbound Interstate 295,,northbound,,"ramp, exit ramp",,Ewing Township
77,511nji676,"Construction, construction on I-676 both directions South of Exit 5 - CR 537 (Camden) to Exit 5 - CR 537 (Camden) right shoulder closed until 11:59 P.M. on December 31, 2019 https://511nj.org/event/ORI212947001?369 …",2019-11-06 09:01:57+00:00,"Construction, construction on Interstate 676 both directions South of Exit 5 - Country Route 537 (Camden) to Exit 5 - Country Route 537 (Camden) right shoulder closed until 11:59 P.M. on December 31, 2019 https://511nj.org/event/ORI212947001?369 …",Interstate 676,,"Exit 5 - Country Route 537, Exit 5 - Country Route 537",both directions,,right shoulder,South of,"Camden, Camden"
78,511nji195,"Construction, construction on I-195 westbound at Exit 16 - CR 537/Great Adventure (Jackson Twp) right shoulder closed until 11:59 P.M. on November 15, 2019 https://511nj.org/event/ORI213338801?571 …",2019-11-06 09:01:56+00:00,"Construction, construction on Interstate 195 westbound at Exit 16 - Country Route 537/Great Adventure (Jackson Township ) right shoulder closed until 11:59 P.M. on November 15, 2019 https://511nj.org/event/ORI213338801?571 …",Interstate 195,,Exit 16 - Country Route 537/Great Adventure,westbound,,right shoulder,,Jackson Township
79,511njbt,"Construction, tunnel repairs on Holland Tunnel westbound New York Side - North Tube (Manhattan) to New Jersey Side - North Tube (Jersey City) 1 lane closed from 11:59 P.M. until 5:30 A.M. https://511nj.org/event/ORI214958307?901 …",2019-11-06 05:24:56+00:00,"Construction, tunnel repairs on Holland Tunnel westbound New York Side - North Tube (Manhattan) to New Jersey Side - North Tube (Jersey City) 1 lane closed from 11:59 P.M. until 5:30 A.M. https://511nj.org/event/ORI214958307?901 …",Holland Tunnel,,York Side - North Tube,westbound,,1 lane,New,Manhattan
80,511njbt,"Construction, bridge construction on George Washington Bridge westbound Henry Hudson Parkway (Manhattan) to New York Side/Upper Level (Manhattan) ramp closed and detoured until 5:00 A.M. https://511nj.org/event/ORI214956307?997 …",2019-11-06 04:22:57+00:00,"Construction, bridge construction on George Washington Bridge westbound Henry Hudson Parkway (Manhattan) to New York Side/Upper Level (Manhattan) ramp closed and detoured until 5:00 A.M. https://511nj.org/event/ORI214956307?997 …","George Washington Bridge, Hudson Parkway",,,,,,Henry,"Manhattan, Manhattan"
81,511njbt,"Construction, tunnel repairs on Lincoln Tunnel both directions New Jersey Side - Center Tube (Weehawken Twp) to New York Side - Center Tube (Manhattan) all lanes closed and detoured until 5:00 A.M. https://511nj.org/event/ORI214956207?146 …",2019-11-06 04:22:56+00:00,"Construction, tunnel repairs on Lincoln Tunnel both directions New Jersey Side - Center Tube (Weehawken Township ) to New York Side - Center Tube (Manhattan) all lanes closed and detoured until 5:00 A.M. https://511nj.org/event/ORI214956207?146 …","Lincoln Tunnel, New Jersey Side - Center Tube",New York Side - Center Tube,,both directions,,all lanes,,"Weehawken Township, Manhattan"
82,511njbt,"Construction, tunnel repairs on Holland Tunnel eastbound New Jersey Side - South Tube (Jersey City) to New York Side - South Tube (Manhattan) 1 lane closed until 5:00 A.M. https://511nj.org/event/ORI214956107?269 …",2019-11-06 04:22:56+00:00,"Construction, tunnel repairs on Holland Tunnel eastbound New Jersey Side - South Tube (Jersey City) to New York Side - South Tube (Manhattan) 1 lane closed until 5:00 A.M. https://511nj.org/event/ORI214956107?269 …",Holland Tunnel,"South Tube, South Tube",,eastbound,,1 lane,"New Jersey, -, -","Jersey City, New York, Manhattan"
83,511njbt,"Construction, bridge construction on Outerbridge Crossing westbound New York Side (Staten Island) to New Jersey Side (Perth Amboy) right lane closed until 5:00 A.M. https://511nj.org/event/ORI214954907?312 …",2019-11-06 03:35:57+00:00,"Construction, bridge construction on Outerbridge Crossing westbound New York Side (Staten Island) to New Jersey Side (Perth Amboy) right lane closed until 5:00 A.M. https://511nj.org/event/ORI214954907?312 …","Outerbridge Crossing, New Jersey Side",York Side,,westbound,,right lane,New,"Staten Island, Perth Amboy"
84,511njace,"Construction, bridge painting on Atlantic City Expressway eastbound from East of Exit 12A - US 40 - Wrangleboro Rd (Hamilton Twp) to East of Exit 12 - US 40 - Wrangleboro Rd (Hamilton Twp) left lane and shoulder closed until https://511nj.org/event/ORI214941001?452 …",2019-11-06 03:32:56+00:00,"Construction, bridge painting on Atlantic City Expressway eastbound from East of Exit 12A - US-40 - Wrangleboro Road (Hamilton Township ) to East of Exit 12 - US-40 - Wrangleboro Road (Hamilton Township ) left lane and shoulder closed until https://511nj.org/event/ORI214941001?452 …",Atlantic City Expressway,,"Exit 12A - US-40 - Wrangleboro Road, Exit 12 - US-40 - Wrangleboro Road",eastbound,,left lane,"from East of, East of","Hamilton Township, Hamilton Township"
85,511nj495,"Construction, construction on NJ 495 westbound between Kennedy Boulevard (North Bergen Twp) and NJ 3 (North Bergen Twp) right lane closed for repairs until 5:00 A.M. https://511nj.org/event/ORI214944301?662 …",2019-11-06 03:27:56+00:00,"Construction, construction on NJ 495 westbound between Kennedy Boulevard (North Bergen Township ) and NJ 3 (North Bergen Township ) right lane closed for repairs until 5:00 A.M. https://511nj.org/event/ORI214944301?662 …","NJ 495, NJ 3",Kennedy Boulevard,,westbound,,right lane,between,"North Bergen Township, North Bergen Township"
86,511njbt,"Construction, bridge construction on George Washington Bridge eastbound Lower Trans Manhattan Expressway (Manhattan) all lanes closed and detoured until 4:00 A.M. https://511nj.org/event/ORI214953907?896 …",2019-11-06 03:14:56+00:00,"Construction, bridge construction on George Washington Bridge eastbound Lower Trans Manhattan Expressway (Manhattan) all lanes closed and detoured until 4:00 A.M. https://511nj.org/event/ORI214953907?896 …","George Washington Bridge, Manhattan Expressway",,,,,all lanes,"Lower, Trans",Manhattan
